age,gender,time_on_site,pages_viewed,device,purchase_amount,discount_used,click_rate,return_customer
37.0,Male,5.0041967203213815,16,Desktop,78.11369102616408,No,103.60083005003901,0
61.0,Male,8.395320613369416,4,Mobile,296.7919846859753,No,53.980487592656544,1
44.0,Male,0.6734050252663941,12,Mobile,143.1651332883474,Yes,125.57069486478372,0
25.0,Female,11.03981458933752,13,Desktop,150.27466538061742,Yes,102.71988941982406,1
30.0,Male,9.508014125677915,4,Mobile,234.2547141095152,Yes,48.73845246425192,0
53.0,Female,8.895239203247144,4,Mobile,246.43536141480047,No,26.444953953493567,0
22.0,Male,4.865632959379821,10,Desktop,99.9388620051198,Yes,126.99874279264498,0
33.0,Male,8.587484809351716,9,Mobile,28.472863148673305,No,10.541490783401116,0
35.0,Male,21.382652356980977,18,Desktop,84.3586263015142,No,45.16952929043639,0
58.0,Female,5.136444569765447,9,Desktop,10.708846100191137,Yes,5.81721317279704,0
52.0,Female,12.18783777211464,13,Desktop,178.45791640484916,No,154.1911034775015,1
62.0,Female,7.759048422386819,8,Mobile,33.935338264623425,Yes,102.75263314409509,0
32.0,Female,10.573589958024929,8,Desktop,213.7840582772107,No,146.59737745948797,1
19.0,Male,5.248820555724142,2,Mobile,28.01077607256533,Yes,104.90724635086252,1
63.0,Male,11.836968631557497,19,Mobile,287.561856751299,No,103.60083005003901,1
60.0,Male,8.982459057922796,9,Desktop,64.96236531781312,Yes,20.4115538914819,0
57.0,Female,13.73056522465776,9,Mobile,183.1525489060171,Yes,72.89387280964569,1
48.0,Female,5.36500783854381,11,Mobile,279.60466649468015,Yes,12.55434435025606,1
43.0,Female,6.107212221910955,14,Mobile,123.3282939503644,Yes,33.78427655823877,1
41.0,Male,15.966221724655515,6,Mobile,148.93107367433657,No,55.25076210715283,1
20.0,Female,6.19581101994921,10,Desktop,187.1134850217628,Yes,26.08451426079739,1
62.0,Female,9.508014125677915,2,Mobile,92.68313255031036,Yes,164.4160401011723,1
56.0,Female,12.593915075360128,16,Mobile,68.66311374370744,No,103.60083005003901,1
51.0,Male,5.154798689696876,12,Mobile,198.44964233480647,No,20.55932041086281,0
29.0,Female,9.297135040518713,7,Mobile,172.53604619012376,Yes,100.88141875713076,1
26.0,Female,14.060623928653818,14,Desktop,207.87234637944243,Yes,103.42506340570766,1
49.0,Male,16.668213441820516,8,Mobile,38.0136411679271,No,45.9591202713524,1
50.0,Male,18.947473070205422,15,Mobile,257.2785774897857,No,74.74556406699027,0
44.0,Female,19.018743261797603,9,Mobile,230.4508006082427,Yes,163.87519452408856,1
24.0,Female,10.723621110875694,11,Mobile,200.60896096368563,Yes,99.54184804424636,1
58.0,Male,13.460065719254974,9,Mobile,145.18279056552058,No,92.5925171041414,1
41.5,Female,8.462537246416385,19,Mobile,173.1105706798367,Yes,54.712191300700816,1
40.0,Male,9.850903450322829,9,Mobile,244.66307685177443,No,148.7171672032552,1
52.0,Male,9.508014125677915,4,Mobile,61.34951708252684,Yes,64.54348961483026,0
58.0,Male,5.477962961762888,17,Mobile,197.40549722116452,Yes,179.06419171433103,0
26.0,Female,9.508014125677915,14,Mobile,217.77237425602053,No,74.23707478427619,0
55.0,Male,9.508014125677915,15,Desktop,73.90356769284868,No,115.89230106935727,0
47.0,Male,17.99498994854064,8,Mobile,210.9462969234217,No,131.83588154360123,1
29.0,Male,3.243361275156076,18,Desktop,248.5213198256944,No,65.82444324887953,1
45.0,Female,3.811029415050268,14,Mobile,62.4509690603547,No,221.45390626339503,0
35.0,Male,12.02596548726448,3,Mobile,154.2163103673599,No,103.60083005003901,1
26.0,Male,9.508014125677915,3,Mobile,61.87550806318875,No,51.76420434027125,1
64.0,Female,14.63595843561028,14,Mobile,267.8802194500927,No,32.03458623378546,0
27.0,Male,4.566035249248664,6,Mobile,186.83839372937288,Yes,59.780200187357096,0
64.0,Female,19.08786184373733,6,Desktop,33.14974668710082,No,134.3438606813458,0
41.5,Female,15.551127728707511,10,Mobile,195.2597674287317,Yes,155.28279450508322,1
56.0,Male,4.941117540945315,19,Mobile,182.1839772089924,Yes,75.87622974100412,1
47.0,Male,10.298648421606078,18,Mobile,280.0401564302673,Yes,23.68139992604216,1
63.0,Male,9.058044346744335,18,Desktop,154.27542156073784,Yes,139.41202525436736,0
55.0,Female,9.367819828293118,16,Desktop,172.11292060322074,No,130.0465810985641,1
34.0,Male,7.748731066968716,10,Mobile,189.85892151772003,Yes,54.868650660743306,1
33.0,Female,2.131768107642245,12,Desktop,128.08169300080226,Yes,152.61520916348363,0
54.0,Female,9.508014125677915,19,Mobile,293.58749775776425,No,97.91737973401524,1
54.0,Male,7.488387238489379,10,Mobile,186.08917717758945,No,165.03827083041512,0
62.0,Female,4.540870972659289,6,Desktop,148.6849029279211,No,99.50214237115286,0
41.5,Female,11.621613645202054,8,Mobile,39.49059925142981,Yes,79.56174202247529,1
38.0,Male,14.168238794117352,17,Mobile,31.64169424312973,No,202.2441459978993,1
64.0,Male,10.849983501531328,17,Mobile,148.86225771536257,No,162.10797003449738,1
47.0,Male,9.300130415969528,16,Mobile,31.121670441782733,Yes,74.61897213569547,0
42.0,Male,7.087360194636287,18,Mobile,100.33624651251591,Yes,60.01203201018369,0
62.0,Male,8.726504556627075,2,Mobile,204.59761506343617,No,15.249001383237813,0
62.0,Male,8.818625404343347,10,Desktop,13.246941317809451,No,37.7189243085285,0
51.0,Female,14.242851846149176,18,Mobile,14.545381042352712,Yes,97.23515852638974,1
41.0,Male,13.22376102058661,10,Desktop,24.196796554122365,No,30.250148730710222,0
21.0,Male,3.5677861476200743,12,Mobile,183.4271054974537,Yes,130.25254264939628,1
41.5,Male,8.07057531848109,16,Desktop,125.29747164515052,No,150.9896093933407,1
61.0,Male,9.440725359193875,13,Desktop,31.06035280589341,Yes,155.5520974896074,1
28.0,Female,3.687865841290243,10,Mobile,13.896265759941135,Yes,121.21793263767373,1
41.5,Female,10.805704623934911,7,Mobile,227.06311847438005,No,61.10161440018987,1
19.0,Male,11.61880606105393,6,Mobile,108.74235924860272,No,45.465270402286336,0
20.0,Male,3.9212086764802967,19,Mobile,132.74064986301494,No,113.98474458110752,0
41.5,Male,8.246376722648142,8,Mobile,271.1056864342722,Yes,20.7455665920574,0
31.0,Male,8.858394633475081,19,Mobile,266.3112569713037,No,101.15009023237327,1
33.0,Male,7.540240547876039,10,Mobile,239.29837715981068,Yes,138.0755562884492,0
45.0,Female,9.148105974248944,10,Desktop,113.0588847885699,No,99.17175901339915,0
28.0,Male,6.071985981761163,8,Desktop,179.11742838350423,No,71.57708977844973,1
27.0,Male,17.292078664326965,13,Desktop,128.89377060731331,Yes,23.866385195326075,1
49.0,Female,9.508014125677915,11,Desktop,22.23510034426577,Yes,101.15009023237327,1
41.5,Female,4.833486805124929,10,Desktop,61.66780025476958,No,162.10103192439368,1
46.0,Female,11.840575925083558,16,Mobile,31.474981361271567,Yes,132.2262706886643,0
47.0,Male,3.0433457646830213,10,Desktop,247.9766759083488,Yes,79.33089571107959,1
22.0,Male,11.38777039230351,10,Desktop,202.001504016638,Yes,103.60083005003901,0
59.0,Female,9.255298699620562,19,Mobile,166.04375674025218,Yes,173.1618037510985,1
31.0,Female,9.508014125677915,2,Desktop,61.909218737367446,Yes,125.28558387417158,0
54.0,Male,15.885581895919634,6,Mobile,276.3762966694857,No,74.94536301813571,0
40.0,Male,9.508014125677915,7,Desktop,112.88456523310636,No,52.58767242131704,0
63.0,Female,6.074634423828654,7,Mobile,187.32029620263413,Yes,48.28295822847589,0
59.0,Male,9.508014125677915,13,Mobile,194.37659114233625,No,143.467085568512,1
58.0,Female,20.578766702197413,12,Mobile,151.36475408180968,Yes,166.00132393475897,0
45.0,Male,7.324441655534816,2,Desktop,46.12004773969792,No,105.02105577923388,1
40.0,Male,13.672291257337625,15,Mobile,263.8655187360673,No,105.13287303698152,1
47.0,Male,10.980308380683567,17,Desktop,238.2391939780809,Yes,112.42621870536072,0
35.0,Female,7.860885600773365,18,Mobile,78.56434203762588,No,115.02163307912224,1
30.0,Male,9.508014125677915,15,Desktop,186.4713154340238,Yes,168.5697511824911,0
19.0,Male,19.316053604827264,7,Mobile,47.226402194082524,Yes,86.41663204651593,0
52.0,Female,4.922402121135981,18,Mobile,239.54628863400183,Yes,47.11688213820954,0
53.0,Male,11.230036101318593,10,Desktop,35.787051113210296,No,126.71700294589483,1
35.0,Female,9.904279381424278,14,Desktop,239.51708780097368,No,118.821243726291,0
19.0,Male,19.9407652649737,17,Mobile,254.5972500416765,No,32.02019624367688,1
64.0,Female,9.700678951576174,6,Mobile,67.40360387818296,No,103.60083005003901,1
32.0,Male,18.161709605077608,10,Mobile,188.93822820785465,Yes,143.4592240566477,1
52.0,Female,8.292539032053154,3,Mobile,154.83420095426777,Yes,15.717261300059349,0
53.0,Female,18.67011158078857,6,Mobile,272.1991985265467,Yes,162.80097943861043,0
51.0,Male,11.136410011561075,2,Mobile,131.04123500194223,Yes,103.60083005003901,1
40.0,Male,10.46433689023087,8,Mobile,50.4497195976896,Yes,101.15009023237327,0
57.0,Male,1.555447172626776,16,Mobile,259.6197264227351,No,97.56340746170392,1
36.0,Female,9.508014125677915,5,Desktop,11.295949687510037,Yes,31.73332713136989,1
55.0,Female,4.987194774449769,11,Mobile,29.71974705944658,Yes,48.35013040612111,1
34.0,Male,10.319821164646092,12,Mobile,294.47276270766514,Yes,159.8458247339702,1
28.0,Male,6.043451794461001,10,Mobile,72.29466691334903,No,103.60083005003901,1
49.0,Female,11.611153257929567,10,Desktop,22.71098170192204,Yes,71.98673746202113,1
39.0,Male,15.837933368150178,13,Mobile,195.164432278405,No,129.4714009010066,1
47.0,Male,8.130732136513359,13,Mobile,273.00258088573224,No,99.31350238487263,0
56.0,Male,2.388663784879343,18,Desktop,222.05327794184345,Yes,163.11485701052857,0
41.5,Female,11.778273064751406,7,Mobile,242.52449719391336,No,192.9800869492147,1
41.5,Male,7.131746023806304,10,Mobile,232.01839561910583,No,21.46535109528133,0
54.0,Female,8.816945023823402,10,Mobile,48.40219362395477,No,59.92575043904053,0
28.0,Male,2.0026577808900834,7,Mobile,47.08698010067023,Yes,103.60083005003901,1
40.0,Female,17.311108074217195,1,Mobile,214.98291432332687,No,80.21021656463599,0
58.0,Male,14.085167034886842,6,Desktop,206.6042133565392,Yes,76.73236344200967,1
53.0,Male,12.546665643461356,3,Desktop,116.10580872279552,Yes,77.49220568899327,0
41.5,Male,3.7829168539210727,8,Mobile,41.52979205145255,Yes,73.37006342655569,1
43.0,Male,6.724678614812936,19,Mobile,72.57336143954366,No,54.68365251986622,1
29.0,Male,8.816327297336697,10,Mobile,84.88505349104317,Yes,156.0880553142646,0
41.5,Male,7.770893312057005,1,Mobile,180.9066143810213,Yes,41.38002196052612,1
32.0,Male,4.373795160980929,10,Desktop,171.64146338942177,Yes,54.96812068550147,1
54.0,Male,9.584980870372853,18,Mobile,107.73889110061896,Yes,74.90847353669834,0
36.0,Male,9.508014125677915,19,Mobile,125.95103234495588,No,98.69988085710013,0
18.0,Female,8.579819016372644,10,Desktop,173.80049286376868,No,155.4007797152412,1
32.0,Male,4.089746288882365,2,Mobile,210.74251187963085,No,94.2308438357682,1
52.0,Male,9.98017778780704,11,Desktop,64.17992997802435,Yes,108.26533029935035,0
39.0,Male,9.75319431713078,14,Mobile,26.53000690196017,Yes,41.781340534000414,0
19.0,Female,7.608063227041727,13,Desktop,277.8695940808953,Yes,50.84182719475094,1
58.0,Male,14.91199683953798,3,Desktop,163.16813640312293,Yes,35.806480645596835,1
32.0,Male,8.963222243280228,13,Desktop,213.0455714865257,No,139.93333509909075,0
64.0,Female,12.547015134830064,7,Mobile,56.817747180452166,No,85.34272084161314,1
61.0,Male,12.236998725362156,4,Desktop,15.222015364559786,No,138.1170070845672,0
57.0,Male,11.215073350554905,9,Mobile,237.18829532163195,Yes,113.19098990240698,1
18.0,Male,16.431315334351723,2,Desktop,87.86267892263612,Yes,2.273827493292913,0
46.0,Male,15.663988602828825,13,Mobile,120.09200366856626,No,97.0871587490106,0
43.0,Female,9.49691653507938,5,Mobile,208.4737602468808,Yes,62.06690141336391,1
47.0,Male,7.09901541313176,5,Mobile,121.65771151688394,Yes,3.766693341126128,1
41.5,Male,11.427479779987744,1,Mobile,299.3105949905143,No,158.80807621202462,1
25.0,Female,8.426587174516566,10,Mobile,223.8916120947176,Yes,154.74253515341744,0
32.0,Male,0.9089679101339208,4,Mobile,252.49185648437668,No,129.48020728342422,0
28.0,Male,9.508014125677915,10,Mobile,21.46968021644665,No,117.92616967837044,1
31.0,Female,19.84073085830671,1,Mobile,79.61488803997781,No,129.8944954360373,1
54.0,Female,11.062896007545527,7,Mobile,223.9463660703484,No,63.01946574879128,1
41.5,Male,19.49053665979727,11,Mobile,158.23682316352796,Yes,90.3619586654348,1
53.0,Female,16.447129195947557,17,Desktop,257.5476440045825,No,104.76793897034676,1
39.0,Male,8.384921024769211,10,Mobile,257.64484240402123,No,16.225119437850836,0
43.0,Male,9.508014125677915,3,Mobile,200.82054517034723,Yes,53.14110254305633,1
46.0,Male,1.427553464716221,13,Mobile,21.79607624756793,No,84.92247065334365,1
41.5,Male,5.582216695733807,9,Desktop,195.05515463833785,Yes,182.28651604115785,1
34.0,Male,9.581842899734044,6,Mobile,233.82905862333945,Yes,71.81275336592485,1
47.0,Female,10.626504922679244,7,Desktop,291.866316946903,No,113.87328295401956,1
19.0,Male,7.808078735798593,9,Mobile,65.33756690531017,Yes,77.416809743028,0
41.5,Male,9.508014125677915,17,Mobile,46.25172403338036,Yes,142.46172178387877,1
27.0,Female,11.088805597079505,10,Mobile,88.56837026619581,Yes,75.40196021530075,1
46.0,Female,0.8547153714292453,11,Mobile,84.86716212628804,Yes,126.5392573794064,1
56.0,Male,12.104096288754016,15,Desktop,226.739559928082,No,124.84993323700417,0
61.0,Male,1.2131017653242149,14,Mobile,272.1051896035339,No,72.40145411947584,1
47.0,Male,7.04899595573274,9,Mobile,262.6939225369357,No,50.377910336749416,1
20.0,Female,9.508014125677915,10,Mobile,93.4880583167128,No,116.78956817749145,1
40.0,Male,10.31479752506719,12,Desktop,99.50741826561432,Yes,87.82530028180776,1
22.0,Female,10.033034145809724,7,Mobile,286.8883717684466,No,96.91401522047477,1
42.0,Male,15.808611401782969,12,Mobile,219.0353669923604,No,103.60083005003901,1
44.0,Male,10.928083288619051,15,Desktop,223.1095513963104,Yes,103.07795382121196,0
41.5,Male,11.460264636388777,7,Mobile,240.91843712421505,Yes,150.9559465463127,1
34.0,Male,4.456774658876604,14,Mobile,177.33100865708005,No,121.07616328654636,0
36.0,Male,9.508014125677915,17,Mobile,245.48547382407733,No,38.15996622055107,0
55.0,Male,9.508014125677915,18,Desktop,27.0190906795323,Yes,103.60083005003901,0
25.0,Female,7.650246664254675,8,Mobile,263.56475491328104,No,201.7743211314668,0
35.0,Male,9.826504585414536,14,Mobile,83.41962549531854,Yes,95.44993589036704,0
45.0,Male,8.131280834939826,4,Desktop,238.4088892986692,No,138.43516569981662,0
24.0,Female,7.943850503532808,11,Mobile,244.14151855423844,Yes,147.04027192269388,1
41.0,Male,2.246221585163032,16,Mobile,285.0204532264512,Yes,184.92755937736985,1
59.0,Male,19.61497879293306,10,Mobile,40.608047370865066,No,11.109865381623962,1
50.0,Male,16.734485179440902,11,Desktop,103.68936021156956,Yes,103.18353464457968,1
37.0,Male,9.554660428439457,1,Mobile,13.175890689870265,No,143.2115641888572,1
23.0,Female,8.025774914641238,9,Mobile,98.3018022730582,Yes,94.93109982696492,1
22.0,Female,10.80973234000406,5,Desktop,97.40861550577492,No,119.80955523335513,0
59.0,Female,9.508014125677915,1,Mobile,218.2452959251395,Yes,59.19631384911859,1
47.0,Female,12.852219155425972,5,Desktop,15.425430970677825,Yes,170.21840815385372,1
62.0,Male,13.124820075095723,18,Mobile,145.48267089811242,Yes,249.6997539774521,0
39.0,Male,12.854014493366616,5,Mobile,76.33446781467806,Yes,100.21594351482268,0
41.5,Male,13.9265505983729,2,Mobile,282.7529083302974,Yes,92.91655472965594,0
53.0,Female,10.687218368784858,16,Desktop,190.2314841277816,No,147.52863189321027,1
56.0,Female,12.113149910338768,13,Mobile,100.02161369635444,No,125.03703203472206,0
58.0,Male,9.508014125677915,19,Mobile,257.4365773686752,No,140.54685139031312,1
49.0,Female,2.62520474650556,5,Mobile,261.97629188403573,No,44.12793849037426,1
25.0,Female,7.491657294866522,10,Mobile,218.96835230394947,Yes,116.65552219944804,1
40.0,Female,9.508014125677915,16,Mobile,226.98989075342087,Yes,95.65188247442556,0
57.0,Male,14.30370939959727,10,Mobile,23.693165271193568,No,140.71342257483803,0
41.5,Male,9.27725762909342,14,Desktop,263.2698841508017,No,120.09395666347646,1
54.0,Male,0.156711499620437,15,Mobile,123.74436895149395,Yes,23.23731045611767,1
47.0,Female,9.368978562857574,9,Mobile,281.5641548198016,No,126.13087928206464,0
56.0,Female,11.221058448018349,12,Desktop,38.22775312545374,No,188.6269243519427,0
42.0,Male,4.7924559186049285,3,Mobile,94.87108616939796,No,107.87080421578666,0
48.0,Male,6.001811276647144,10,Mobile,134.4748713618593,Yes,114.73502188156765,0
23.0,Female,18.63720053131211,10,Desktop,257.6807495618696,Yes,196.0248262351756,0
27.0,Male,11.54642428738486,10,Desktop,159.37354325160194,No,182.2964741094645,1
41.5,Male,15.085729047736788,5,Mobile,33.20166297237971,Yes,90.99537376452938,0
48.0,Male,16.68234887524625,10,Desktop,272.9769984263917,No,53.17943672460034,0
37.0,Female,11.562412311845334,13,Mobile,86.0516949805767,No,221.6492154832184,1
57.0,Female,3.853730513681168,8,Mobile,19.65785726591288,No,169.87665843749244,1
26.0,Male,1.1149048710155078,4,Mobile,78.04981399228875,No,103.60083005003901,1
41.0,Male,5.891440384117221,2,Mobile,40.89654587985388,No,69.54985030430467,0
36.0,Male,8.004067185929827,16,Mobile,39.69963961275758,No,107.16409217651102,1
40.0,Male,6.848609939294965,1,Desktop,108.8948788972154,No,206.2413790237315,1
24.0,Male,10.033314040573671,8,Desktop,177.47251853786142,No,115.6301060800242,0
62.0,Male,11.621904583292809,15,Desktop,47.12964537309906,Yes,103.60083005003901,1
59.0,Male,7.229695640084525,13,Mobile,37.68677352067837,No,131.37589570430885,1
34.0,Male,9.508014125677915,2,Mobile,227.7690507452416,Yes,156.99462488748486,0
49.0,Female,10.91333810463565,16,Mobile,47.31070503504195,Yes,103.60083005003901,1
44.0,Female,14.399393287673306,10,Mobile,32.91919648983703,No,223.0818069651008,1
50.0,Female,0.1457916172892268,7,Mobile,191.8109915140835,No,213.4432456900795,1
34.0,Female,10.292072279643037,3,Mobile,157.3591181821749,No,47.17174189533129,1
39.0,Male,11.627886093885888,16,Mobile,13.905513393359628,Yes,70.43562621571871,1
33.0,Female,17.291569088421234,17,Mobile,204.05262266697173,Yes,58.90251069963264,0
60.0,Female,8.326854822573962,7,Mobile,197.2918248137886,No,121.37313220394522,1
44.0,Male,7.1160850085336085,1,Mobile,56.20994658140537,Yes,54.01217505722644,1
51.0,Male,9.982290445870804,7,Mobile,45.80196045634166,No,20.7660062141788,1
44.0,Male,7.92626918019049,9,Mobile,105.8479699729188,No,103.60083005003901,0
60.0,Female,17.786692734112087,1,Mobile,152.3348938679475,Yes,97.6200122285766,0
39.0,Male,12.515866064354878,6,Mobile,67.45635162135743,No,147.05205939449206,0
20.0,Female,9.508014125677915,9,Desktop,260.4269501935905,Yes,69.64264664584086,0
37.0,Female,7.841424309858487,6,Mobile,45.91661029877523,No,47.45493385386293,0
40.0,Male,10.830144406166502,16,Mobile,290.1847823568562,Yes,81.290015379186,1
54.0,Female,21.382652356980977,17,Desktop,99.1941674650768,No,81.98326538799124,0
25.0,Male,9.508014125677915,6,Mobile,287.58291198320967,No,103.60083005003901,0
29.0,Female,10.6607720802281,11,Mobile,184.6281907453061,No,124.27548640914772,0
26.0,Male,8.727805199941642,2,Mobile,238.3945627713072,No,37.8123743857157,0
32.0,Female,5.504402415724475,4,Mobile,161.8878091345597,No,70.3202034246977,1
41.5,Male,5.610162475709864,10,Mobile,287.36907637346883,No,191.12055601501044,1
41.5,Female,11.375658394573088,13,Desktop,167.50656826751162,No,125.95480375814654,0
35.0,Male,5.231820274945293,11,Mobile,74.73032752967711,Yes,193.34482781150336,0
32.0,Male,9.27725762909342,14,Desktop,263.2698841508017,No,120.09395666347646,1
41.5,Female,14.457895131313547,8,Desktop,64.69171090868673,Yes,56.43988798804871,0
28.0,Male,21.076207271855345,15,Desktop,76.14772121164171,No,58.19332981019981,1
39.0,Male,3.738780429699956,1,Mobile,43.64634763027436,No,91.9966266436293,0
41.5,Male,5.787582577477551,6,Mobile,10.051373036755344,Yes,147.7339495276335,1
33.0,Female,15.551127728707511,10,Mobile,195.2597674287317,Yes,155.28279450508322,1
41.5,Female,19.018743261797603,9,Mobile,230.4508006082427,Yes,101.15009023237327,1
